iteration, destination,2->6,0->1,0->9,0->8,0->5,0->4,3->7,3->1,7->3,7->1,1->0,1->3,1->7,1->4,6->2,6->8,6->5,9->0,9->8,9->5,9->4,8->0,8->6,8->9,8->5,8->4,5->0,5->6,5->9,5->8,5->4,4->0,4->1,4->9,4->8,4->5,
241,9,1.0,1.0,949989.0878870396,1.0,1.0,1.0,793.5921237618222,1.0,793.5921237618222,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,23376.863079508068,1.0,1.0,1.0,1.0,
242,9,1.0,1.0,949989.0878870396,1.0,1.0,1.0,793.5921237618222,1.0,793.5921237618222,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,23376.863079508068,1.0,1.0,1.0,1.0,
243,9,1.0,1.0,949989.0878870396,1.0,1.0,1.0,793.5921237618222,1.0,793.5921237618222,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,23376.863079508068,1.0,1.0,1.0,1.0,
244,9,1.0,1.0,949989.0878870396,1.0,1.0,1.0,793.5921237618222,1.0,793.5921237618222,6.376215002140496E8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,23376.863079508068,1.0,1.0,1.0,1.0,
245,9,1.0,1.0,949989.0878870396,1.0,1.0,1.0,793.5921237618222,1.0,793.5921237618222,6.376215002140496E8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
246,9,1.0,1.0,4896.030208376891,1.0,1.0,1.0,4.089995412168185,1.0,4.089995412168185,3286157.879457436,1.0,1.0,1.0,1.0,1.0,1.0,25.202068056355376,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,25.202068056355376,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
247,9,1.0,1.0,4896.030208376891,1.0,1.0,1.0,4.089995412168185,1.0,4.089995412168185,3286157.879457436,1.0,1.0,1.0,1.0,1.0,1.0,25.202068056355376,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,25.202068056355376,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
248,9,1.0,1.0,4896.030208376891,1.0,1.0,1.0,4.089995412168185,1.0,4.089995412168185,1.0,1.0,1.0,1.0,1.0,1.0,1.0,25.202068056355376,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,25.202068056355376,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
249,9,1.0,17.425256765380208,4896.030208376891,1.0,1.0,17.425256765380208,65.97292613315523,1.0,65.97292613315523,1.0,17.425256765380208,1.0,1.0,1.0,1.0,1.0,25.202068056355376,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17.425256765380208,1.0,1.0,25.202068056355376,17.425256765380208,1.0,17.425256765380208,1.0,1.0,1.0,17.425256765380208,17.425256765380208,
250,9,1.0,17.425256765380208,4896.030208376891,1.0,1.0,17.425256765380208,65.97292613315523,1.0,65.97292613315523,1.0,17.425256765380208,1.0,1.0,1.0,1.0,1.0,25.202068056355376,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17.425256765380208,1.0,1.0,25.202068056355376,17.425256765380208,1.0,17.425256765380208,1.0,1.0,1.0,17.425256765380208,17.425256765380208,
251,9,1.0,1765780.963259012,25.233039102223202,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
252,9,1.0,1.2371930760744229E11,25.233039102223202,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
253,9,1.0,1.2371930760744229E11,25.233039102223202,1.0,1.0,1.0,1.0,1.0,1.0,25.202068056355376,1.0,1.0,25.202068056355376,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
254,9,1.0,1.2371930760744229E11,25.233039102223202,1.0,1.0,1.0,1.0,1.0,1.0,25.202068056355376,1.0,1.0,25.202068056355376,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
255,9,1.0,1.2371930760744229E11,25.233039102223202,1.0,1.0,1.0,1.0,1.0,1.0,25.202068056355376,1.0,1.0,25.202068056355376,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
256,9,1.0,6.376215002140496E8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
257,9,1.0,6.376215002140496E8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
258,9,1.0,6.376215002140496E8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
259,9,1.0,6.376215002140496E8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
260,9,1.0,3.928948280670845E9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.929827588798478,14.929827588798478,1.0,14.929827588798478,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
261,9,1.0,2.0248916239764467E7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
262,9,1.0,2.0248916239764467E7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
263,9,1.0,2.0248916239764467E7,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
264,9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
265,9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
266,9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
267,9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
268,9,1.0,361.0988641746495,1.0,361.0988641746495,1.0,361.0988641746495,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,361.0988641746495,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,361.0988641746495,1.0,1.0,1.0,1.0,
269,9,1.0,361.0988641746495,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
270,9,40.66625396801253,361.0988641746495,1.0,1.0,1.0,1.0,1.0,1.0,1.0,40.66625396801253,1.0,1.0,40.66625396801253,1.0,40.66625396801253,1.0,40.66625396801253,1.0,1.0,1.0,1.0,1.0,1.0,40.66625396801253,1.0,1.0,1.0,40.66625396801253,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
271,9,1.0,1.8610223735747577,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
272,9,1.0,1.8610223735747577,1.0,1.0,1.0,1.0,1.0,1.0,1.0,77.52254904671696,1.0,1.0,77.52254904671696,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
273,9,1.0,1.8610223735747577,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.2085598892488955E10,1.0,1.0,77.52254904671696,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
274,9,1.0,1.8610223735747577,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.424686002747803E10,1.0,1.0,1071.1311982589707,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
275,9,1.0,1.8610223735747577,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.381660196295218E11,1.0,25.202068056355376,17939.39717456635,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
276,9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.7735866893887787E9,1.0,1.0,92.45562039254874,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
277,9,1.0,54.714862600215326,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.7735866893887787E9,1.0,54.714862600215326,92.45562039254874,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,54.714862600215326,1.0,1.0,1.0,1.0,
278,9,1.0,54.714862600215326,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.7735866893887787E9,1.0,54.714862600215326,92.45562039254874,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,54.714862600215326,1.0,1.0,1.0,1.0,
279,9,1.0,54.714862600215326,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.7735866893887787E9,1.0,54.714862600215326,92.45562039254874,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,54.714862600215326,1.0,1.0,1.0,1.0,
280,9,1.0,769.6400869857879,1.0,1.0,1.0,1.0,1.0,17.425256765380208,1.0,1.7970934282270355E10,1.0,769.6400869857879,1266.0190889145217,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,54.714862600215326,1.0,1.0,1.0,1.0,
281,9,1.0,3.9665519988670406,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.261815555634417E7,1.0,3.9665519988670406,6.524777792441653,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
282,9,1.0,3.9665519988670406,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.261815555634417E7,1.0,3.9665519988670406,6.524777792441653,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
283,9,1.0,3.9665519988670406,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.261815555634417E7,1.0,3.9665519988670406,6.524777792441653,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
284,9,25.202068056355376,3.9665519988670406,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.261815555634417E7,1.0,3.9665519988670406,6.524777792441653,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,25.202068056355376,1.0,1.0,
285,9,25.202068056355376,3.9665519988670406,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.667779766568228E14,1.0,3.9665519988670406,6.524777792441653,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,25.202068056355376,1.0,1.0,
286,9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
287,9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
288,9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
289,9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
290,9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
291,9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
292,9,1.0,1.0,1.0,1.0,1.0,1.0,117.39085287969579,117.39085287969579,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
293,9,1.0,1.0,1.0,1.0,1.0,1.0,1588.0539017306423,117.39085287969579,17.425256765380208,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
294,9,1.0,1.0,1.0,1.0,1.0,1.0,21955.139659800814,117.39085287969579,306.5820794879183,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
295,9,1.0,1.0,1.0,1.0,1.0,1.0,21955.139659800814,117.39085287969579,306.5820794879183,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
296,9,1.0,1.0,1.0,1.0,1.0,1.0,1533.5704490249277,1.0,26.844890363201017,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
297,9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
298,9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
299,9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
300,9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
301,9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
302,9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.376215002140496E8,1.0,1.0,
303,9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.376215002140496E8,1.0,1.0,
304,9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.376215002140496E8,1.0,1.0,
305,9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.376215002140496E8,1.0,1.0,
306,9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3286157.879457436,1.0,1.0,
307,9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3286157.879457436,1.0,1.0,
308,9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3286157.879457436,1.0,1.0,
309,9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3286157.879457436,1.0,1.0,
310,9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3286157.879457436,1.0,1.0,
311,9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16936.11900648737,1.0,1.0,
312,9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16936.11900648737,1.0,1.0,
313,9,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16936.11900648737,1.0,1.0,
314,9,1.0,1.0,1.0,1.0,1.0,1765780.963259012,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.113315834473938E9,1.0,1.0,
315,9,1.0,1.0,1.0,1.0,1.0,2.86496918413144E8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.113315834473938E9,1.0,1.0,
316,9,1.0,1.0,1.0,1.0,1.0,1476540.7150912783,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.6045329960268887E7,1.0,1.0,
317,9,1.0,1.0,1.0,1.0,1.0,1476540.7150912783,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.6045329960268887E7,1.0,1.0,
318,9,1.0,1.0,1.0,1.0,1.0,1476540.7150912783,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.6045329960268887E7,1.0,1.0,
319,9,1.0,1.0,1.0,1.0,1.0,1476540.7150912783,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.6045329960268887E7,1.0,1.0,
320,9,1.0,1.0,1.0,1.0,1.0,1476540.7150912783,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,40.66625396801253,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.6045329960268887E7,1.0,1.0,
321,9,1.0,1.0,1.0,1.0,1.0,7609.758930036163,1.0,1.0,1.0,6.376215002140496E8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,82694.02374250485,1.0,1.0,
322,9,1.0,1.0,1.0,1.0,1.0,7609.758930036163,1.0,1.0,1.0,6.376215002140496E8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,82694.02374250485,1.0,1.0,
323,9,1.0,1.0,1765780.963259012,1.0,1.0,7609.758930036163,1.0,1.0,1.0,1.4523515037723062E13,1765780.963259012,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,82694.02374250485,1.0,1.0,
324,9,1.0,1.0,1765780.963259012,1.0,1.0,7609.758930036163,1.0,1.0,1.0,1.4523515037723062E13,1765780.963259012,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,82694.02374250485,1.0,1.0,
325,9,1.0,1.0,1765780.963259012,1.0,1.0,7609.758930036163,1.0,1.0,1.0,2.5051818969847373E18,1765780.963259012,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,82694.02374250485,1.0,1.0,
